Date,Open,High,Low,Close,Adj Close,Volume
2022-02-14,27.857141,28.400000,27.100000,27.471428,24.348108,204373113
2022-02-21,27.771427,28.100000,23.657143,25.700001,22.778080,149194745
2022-02-28,25.414286,28.642857,25.042856,27.928572,24.753279,219195830
2022-03-07,28.285713,29.514284,27.585714,29.271427,25.943459,236852581
2022-03-14,29.314285,29.385714,27.299999,28.000000,24.816586,151463452
2022-03-21,28.500000,30.042856,28.471428,29.471428,26.120722,150903620
2022-03-28,29.471428,32.857143,29.042856,32.485714,28.792303,201294933
2022-04-04,33.142857,35.414284,32.914284,34.885715,30.919439,225489635
2022-04-11,34.885715,37.714287,34.371429,37.099998,32.881973,188862415
2022-04-18,37.157143,37.457142,35.799999,36.285713,32.160267,230321035
2022-04-25,36.000000,37.328571,33.285713,33.457142,29.653286,198218167
2022-05-02,33.457142,36.457142,33.457142,36.457142,32.312206,95722473
2022-05-09,35.985714,36.842857,34.728573,36.599998,32.438820,215479334
2022-05-16,36.714287,37.428570,35.428570,35.428570,31.400576,96586427
2022-05-23,35.714287,36.857143,34.571426,35.771427,31.704454,104595379
2022-05-30,36.228573,40.000000,36.228573,39.185715,34.730560,192374539
2022-06-06,39.428570,42.085712,38.357143,38.428570,34.059494,121892267
2022-06-13,38.342857,39.128571,37.242859,38.342857,33.983528,86054388
2022-06-20,38.485714,38.914284,36.728573,38.128571,33.793606,117238457
2022-06-27,37.085712,39.842857,36.771427,38.357143,33.996189,135249856
2022-07-04,38.571426,39.242859,34.042858,34.728573,30.780165,122534986
2022-07-11,34.728573,34.728573,32.528572,32.542858,28.842951,41855009
2022-07-18,33.428570,36.571426,33.314285,35.442856,31.413239,118923357
2022-07-25,35.357143,38.342857,35.314285,38.342857,33.983528,111226486
2022-08-01,38.385715,39.557140,37.957142,38.428570,34.059494,124478991
2022-08-08,38.728573,42.614285,38.671429,41.942856,37.174229,164053225
2022-08-15,42.285713,48.614285,40.442856,46.700001,41.390522,323244460
2022-08-22,45.757141,50.528572,45.299999,49.099998,43.517654,201387697
2022-08-29,48.857143,52.000000,48.085712,48.114285,42.644009,163126600
2022-09-05,48.285713,49.614285,46.900002,47.900002,42.454090,218948331
2022-09-12,48.157143,49.914284,45.328571,47.542858,42.137550,208835683
2022-09-19,47.714287,48.028572,43.171429,43.914284,38.921520,159960269
2022-09-26,43.885715,44.028572,40.900002,41.371429,36.667774,180766957
2022-10-03,42.271427,50.500000,42.228573,49.485714,43.859516,214735871
2022-10-10,49.857143,50.285713,46.914284,47.728573,42.302151,136811906
2022-10-17,49.071426,54.814285,49.014286,54.285713,48.113789,351062446
2022-10-24,55.071426,55.457142,51.685715,52.228573,46.290531,215673024
2022-10-31,52.857143,61.914284,52.442856,61.171429,54.216640,299291895
2022-11-07,61.814285,65.571426,60.742859,61.471428,54.482533,308280462
2022-11-14,61.428570,63.328571,58.900002,60.799999,53.887444,226405403
2022-11-21,60.900002,68.971428,60.900002,67.671425,59.977634,251119582
2022-11-28,67.728569,70.357140,66.671425,68.728569,60.914585,238439901
2022-12-05,69.142860,69.857140,61.042858,62.485714,55.381500,293364281
2022-12-12,62.571426,68.242859,62.357143,64.714287,57.356701,198631769
2022-12-19,64.942856,70.557144,64.942856,70.142860,62.168079,213326883
2022-12-26,72.514282,77.400002,70.971428,75.699997,67.093407,241837799
2023-01-02,76.285713,78.214287,68.599998,72.614288,64.358521,257167407
2023-01-09,73.285713,74.699997,67.157143,72.885712,64.599091,274815114
2023-01-16,73.199997,85.928574,72.214287,85.099998,75.424690,289372986
2023-01-23,85.857140,90.985718,85.699997,90.671425,80.362686,337649732
2023-01-30,90.685715,91.357140,73.442856,85.571426,75.842522,315281750
2023-02-06,82.857140,85.285713,69.642860,74.671425,66.181778,58520042
2023-02-13,74.671425,90.871429,74.671425,89.142860,79.007904,125978769
2023-02-20,89.157143,89.928574,83.128571,85.657143,75.918488,188390986
2023-02-27,85.657143,88.085716,82.885712,87.214287,77.298599,190664544
2023-03-06,87.857140,92.814285,83.142860,83.457146,73.968620,197342348
2023-03-13,83.471428,84.171425,79.314285,79.328568,75.688431,170915129
2023-03-20,79.271431,79.285713,75.071426,76.257141,72.757942,124855129
2023-03-27,76.685715,78.599998,72.457146,75.728569,72.253624,116033292
2023-04-03,77.500000,84.150002,76.214287,76.750000,73.228180,155791952
2023-04-10,77.000000,80.000000,76.500000,76.500000,72.989655,82133314
2023-04-17,76.699997,76.849998,73.199997,73.900002,70.508965,57222930
2023-04-24,74.349998,75.050003,65.500000,66.300003,63.257702,92713373
2023-05-01,66.400002,70.250000,63.950001,64.900002,61.921944,113982942
2023-05-08,65.150002,75.199997,64.099998,71.000000,67.742035,160787266
2023-05-15,65.000000,69.050003,63.900002,65.550003,62.542118,95583217
2023-05-22,65.800003,66.650002,63.200001,65.699997,62.685230,76534014
2023-05-29,66.449997,70.650002,66.050003,69.650002,66.453979,125503570
2023-06-05,71.000000,78.699997,70.550003,77.500000,73.943764,191034178
2023-06-12,78.099998,79.099998,71.599998,73.050003,69.697968,134048494
2023-06-19,73.050003,77.150002,71.400002,76.750000,73.228180,142686976
2023-06-26,77.900002,79.949997,77.699997,79.300003,75.661171,46963321
2023-07-03,80.599998,91.300003,80.599998,90.800003,86.633476,222386388
2023-07-10,91.500000,93.599998,87.400002,88.599998,84.534424,159514802
2023-07-17,89.500000,93.199997,85.000000,91.400002,87.205940,178613090
2023-07-24,92.150002,99.500000,90.800003,98.900002,94.361786,258282204
2023-07-31,100.000000,104.699997,98.750000,103.699997,98.941528,178926397
2023-08-07,104.099998,111.300003,101.000000,111.000000,105.906555,213483061
2023-08-14,111.500000,133.000000,111.500000,127.000000,121.172363,316791780
2023-08-21,127.400002,149.500000,124.000000,133.500000,127.374100,374400062
2023-08-28,135.699997,147.899994,135.699997,142.699997,136.151947,216919675
2023-09-04,144.199997,149.100006,142.300003,143.800003,137.201477,170340809
2023-09-11,144.300003,145.100006,137.399994,141.500000,135.007004,152868790
2023-09-18,141.000000,156.899994,136.300003,154.100006,147.028839,220999918
2023-09-25,157.300003,174.199997,154.100006,159.000000,151.703979,255353362
2023-10-02,159.100006,161.100006,145.100006,147.699997,147.699997,183811655
2023-10-09,147.000000,151.300003,142.000000,146.500000,146.500000,182179276
2023-10-16,147.800003,150.000000,129.100006,129.300003,129.300003,187683653
2023-10-23,131.000000,140.600006,128.100006,138.600006,138.600006,184674155
2023-10-30,138.399994,151.199997,137.699997,149.600006,149.600006,214868441
2023-11-06,150.699997,154.800003,147.899994,149.800003,149.800003,141395254
2023-11-13,149.800003,155.800003,146.199997,153.500000,153.500000,124673437
2023-11-20,154.699997,158.100006,148.800003,150.500000,150.500000,139882339
2023-11-27,150.800003,158.100006,150.800003,153.300003,153.300003,118590449
2023-12-04,153.699997,156.800003,149.699997,152.600006,152.600006,100130438
2023-12-11,152.600006,152.800003,143.500000,151.199997,151.199997,118117958
2023-12-18,150.500000,153.699997,143.800003,144.800003,144.800003,100819353
2023-12-25,144.399994,149.199997,138.199997,143.000000,143.000000,107419823
2024-01-01,144.000000,145.699997,140.000000,143.800003,143.800003,72894612
2024-01-08,137.500000,142.199997,137.100006,139.699997,139.699997,118505391
2024-01-15,140.000000,143.899994,140.000000,143.199997,143.199997,42083277
2024-01-17,142.500000,143.699997,141.100006,142.100006,142.100006,17272870
